The table shows the |V(S)| value for each algorithm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domains,Instance Name,Vertex,Edge,METIS_G,,,METIS_F,,,SPAC_G,,,SPAC_F,,,SHEEP_G,,,SHEEP_F,,,NE_G,,,NE_F,,,ParHS-BGEP,,
,,,,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s
rec,rec-amz-Clothing-Shoes-Jewelry,4253272,5748920,5418124,5391395,5258991,5575647,5455910,5258706,5374447,5373644,5322213,5476960,5390708,5327332,5433543,5426738,5413964,5434856,5382922,5348420,5192867,5192867,5192867,5192867,5192867,5192867,5192871,5192867,5175857
rec,rec-amz-Digital-Music,744649,836006,819489,817359,814754,829088,815618,814020,825899,825785,825767,833451,826993,826138,850020,849914,849914,850000,849970,848314,823474,823474,823474,823474,823474,823474,817777,812573,810151
rec,rec-amz-Grocery-Gourmet-Food,934487,1297156,1133745,1133125,1133085,1174552,1133358,1131524,1150823,1150680,1150680,1165540,1152222,1151453,1169765,1169765,1169765,1169776,1169776,1169767,1124253,1124253,1124253,1124253,1124253,1124253,1124253,1124128,1121381
rec,rec-amz-Health-Personal-Care,2103463,2982326,2641422,2606153,2546405,2735323,2576055,2544876,2584113,2583685,2583606,2635695,2592335,2585804,2574786,2572952,2558322,2561134,2559473,2558886,2496725,2496725,2496725,2496725,2496725,2496725,2496725,2496671,2494139
rec,rec-amz-Home-and-Kitchen,2921853,4253926,3764825,3641168,3640286,3995370,3816779,3637824,3672764,3672017,3671786,3794654,3701339,3675545,3602778,3601336,3579780,3584029,3581924,3581690,3502791,3502791,3502791,3502791,3502791,3502791,3502791,3502781,3502751
rec,rec-amz-Movies-and-TV,2289561,4607047,3286266,2899297,2897700,3534229,3364907,2887260,3186657,3126152,3121254,3311838,3184906,3124893,3017315,3017278,3017278,3017294,3017294,3017294,2859791,2859791,2859791,2859791,2859791,2859791,2859791,2859788,2844061
rec,rec-amz-Musical-Instruments,422277,500176,480454,474989,474979,476912,474812,474711,479339,479324,479324,480684,479536,479493,489271,488759,488759,491747,491381,491380,477340,477340,477340,477340,477340,477340,474892,472389,470502
rec,rec-amz-Office-Products,1039320,1243186,1188297,1175983,1175930,1192294,1176827,1175170,1180432,1180364,1180364,1185196,1181339,1180728,1175181,1175147,1175147,1175419,1174697,1174682,1156779,1156779,1156779,1156779,1156779,1156779,1156779,1156765,1153718
rec,rec-amz-Patio-Lawn-Garden,820775,993490,947158,941385,932995,939751,933499,932951,940578,940520,940520,943719,941116,940831,944929,944929,944929,944931,944931,944928,927739,927739,927739,927739,927739,927739,927739,927593,921945
rec,rec-amz-Pet-Supplies,844273,1235316,1022093,1021340,1021340,1058959,1021017,1020346,1037719,1037683,1037683,1044691,1038706,1038520,1038603,1038603,1038603,1038618,1038618,1038597,1012523,1012523,1012523,1012523,1012523,1012523,1012523,1012445,1004139
rec,rec-amz-Sports-and-Outdoors,2469419,3268695,2993039,2984666,2912561,3086106,2950398,2909670,3016383,3013584,2982660,3063054,3003198,2982964,3025976,3015097,3014431,3017263,3017262,3012602,2925429,2925429,2925429,2925429,2925429,2925429,2925429,2925427,2896058
rec,rec-amz-Tools-Home-Improve,1473127,1926047,1803882,1767047,1766818,1844775,1773207,1765425,1784972,1784735,1784725,1813294,1789948,1785955,1795656,1795656,1795656,1795661,1795661,1795657,1741647,1741647,1741647,1741647,1741647,1741647,1741647,1741449,1737930
rec,rec-amz-Toys-and-Games,1670609,2252771,2028840,2001349,1992664,2078559,1999697,1990092,2026113,2025724,2025602,2060395,2031666,2027001,2114801,2109811,2079121,2093294,2084111,2071799,2006831,2006831,2006831,2006831,2006831,2006831,2006831,2006760,1980587
rec,rec-amz-Video-Games,876977,1324753,1025933,1025389,1025389,1064653,1024188,1024109,1071075,1070994,1070994,1076442,1071748,1071726,1066165,1066165,1066165,1065742,1065669,1065668,1039920,1039920,1039920,1039920,1039920,1039920,1025953,1022081,1017522
rec,rec-eachmovie,61989,2811458,686249,125080,125079,670932,158324,118503,126020,126013,126013,127058,126628,126626,118110,118110,118110,118110,118110,118110,190249,190249,190249,190249,190249,190249,118110,117657,112455
rec,rec-github,121706,439849,215921,215921,215921,213656,213614,213514,241267,240025,240025,238973,238874,238870,258407,258407,258407,258356,258354,258354,205500,205500,205500,205500,205500,205500,205466,205029,204637
rec,rec-movielens,70155,9991339,2015096,2015096,2015096,1878885,1190147,372560,668607,668607,668607,562010,511124,509358,460233,460233,460233,460045,459094,457714,281065,281065,281065,281065,281065,281065,281066,281064,280874
rec,rec-movielens-tag-movies-10m,16528,71067,39002,39002,39002,38417,38415,38415,40512,40512,40512,40264,40149,40129,49567,49567,49567,49569,49569,49569,36756,36756,36756,36756,36756,36756,36618,35141,34116
rec,rec-movielens-user-movies-10m,7601,55384,21218,21218,21218,20733,20730,20727,22949,22949,22949,22672,22596,22519,25875,25875,25875,25875,25875,25875,19703,19703,19703,19703,19703,19703,19267,19205,19205
rec,rec-yelp-user-business,50394,229572,108999,108999,108999,108063,108031,108014,141129,138660,138660,148883,148839,148837,133019,133019,133019,133019,133019,133019,103035,103035,103035,103035,103035,103035,102975,102562,102343
road,road-belgium-osm,1441295,1549970,1443144,1443144,1443144,1443144,1443144,1443144,1443187,1443187,1443187,1443187,1443187,1443187,1483242,1482247,1482247,1467263,1456561,1456540,1451466,1451466,1451466,1451477,1451343,1451343,1443133,1443116,1443112
road,road-euroroad,1174,1417,1394,1394,1394,1392,1392,1392,1386,1386,1386,1385,1385,1385,1555,1555,1555,1548,1548,1548,1405,1405,1405,1405,1405,1405,1372,1372,1372
road,road-luxembourg-osm,114599,119666,115015,115015,115015,115013,115013,115013,115041,115041,115041,115039,115039,115039,117650,117650,117650,116566,116564,116564,115748,115748,115748,115742,115742,115742,115009,115007,115006
road,road-minnesota,2642,3303,2962,2962,2962,2962,2962,2962,2936,2936,2936,2936,2936,2936,3169,3169,3169,3154,3154,3154,3040,3040,3040,3040,3040,3040,2925,2925,2925
road,road-roadNet-PA,1087562,1541514,1092065,1092055,1092055,1092055,1092055,1092055,1091773,1091773,1091773,1091773,1091773,1091773,1109398,1107510,1107510,1106194,1105366,1105357,1107479,1107479,1107479,1107477,1107477,1106963,1091773,1091675,1091604
road,road-usroads,129164,165435,130528,130528,130528,130522,130522,130522,130483,130483,130483,130480,130480,130480,137343,137343,137343,137393,137393,137393,132632,132632,132632,132632,132632,132632,130446,130428,130402
road,road-usroads-48,126146,161950,127571,127571,127571,127568,127568,127568,127443,127443,127443,127443,127443,127443,135017,135017,135017,132560,132205,132205,129776,129776,129776,129699,129699,129699,127421,127411,127390
rt,rt-higgs,425008,732790,529572,529527,529527,530374,528672,528672,537224,537224,537224,539145,539046,539046,509087,509087,509087,508708,508708,508707,508605,508605,508605,508605,508605,508605,508604,508020,502089
rt,rt-retweet-crawl,1112702,2278852,1473035,1468847,1468639,1628923,1459838,1459664,1572407,1567540,1567540,1657186,1568233,1568057,1797795,1797626,1797626,1797979,1797908,1797830,1605541,1605541,1605541,1605539,1605539,1605539,1570383,1459790,1448537
sc,sc-nasasrb,54870,1311227,65856,65856,65856,67045,67039,67034,74100,74100,74100,74083,74083,74083,199878,198492,198492,201043,200949,200050,69351,69351,69351,69352,69352,69352,65556,65170,65137
sc,sc-pkustk11,87804,2565054,106506,106506,106506,107716,107716,107683,108027,108027,108027,107997,107997,107997,153764,153645,153645,160967,160965,160633,126149,126149,126149,126128,126128,126128,106356,105984,105780
sc,sc-pkustk13,94893,3260967,112073,112073,112073,114981,114969,114942,112120,112120,112120,112025,112020,112020,308539,302347,302347,336500,315608,310678,115868,115868,115868,115868,115630,115630,111846,111282,111195
sc,sc-pwtk,217891,5653221,239772,239772,239772,241261,241261,241259,244001,244001,244001,243965,243965,243965,267602,267602,267602,267968,267930,266015,243923,243923,243923,243924,243924,243924,243926,238959,238835
sc,sc-shipsec1,140385,1707759,164187,164187,164187,164976,164974,164969,169719,169719,169719,169720,169720,169720,409324,406026,406026,419916,398007,398007,171276,171276,171276,171215,171128,171128,164100,162882,162553
sc,sc-shipsec5,179104,2200076,206677,206677,206677,207534,207533,207526,213663,213663,213663,213601,213599,213599,522365,496931,483838,544024,520295,519075,214994,214994,214994,214976,214976,214976,206462,205534,204656
soc,fb-pages-artist,50515,819090,138627,138483,138483,132869,132824,132761,236940,232977,232977,231261,229113,229109,353451,353451,353451,351135,351031,351011,134750,134750,134750,134750,134750,134750,133218,130014,128413
soc,fb-pages-company,14115,52127,22916,22916,22916,22699,22682,22682,23753,23753,23753,23610,23605,23601,31503,31503,31503,33817,33802,33781,23636,23636,23636,23636,23636,23636,22112,21335,21065
soc,fb-pages-government,7057,89429,16143,16143,16143,15534,15534,15531,23592,23592,23592,23091,23069,22952,44325,44325,44325,43543,43543,43543,15928,15928,15928,15928,15928,15928,15439,15234,15200
soc,fb-pages-media,27917,205964,57411,57411,57411,56132,56119,56118,77713,77713,77713,77049,77041,76711,123542,123542,123542,123228,123200,123200,59969,59969,59969,59969,59969,59969,55448,54816,52233
soc,fb-pages-politician,5908,41706,9640,9640,9640,9434,9432,9432,11024,11024,11024,10769,10734,10728,21019,21019,21019,21958,21601,21601,9555,9555,9555,9556,9556,9556,9295,9278,9278
soc,fb-pages-public-figure,11565,67038,21883,21883,21883,21537,21532,21531,25270,25270,25270,25043,24943,24893,39568,39568,39568,39550,39278,39278,22065,22065,22065,22061,22061,22061,21058,20215,19914
soc,fb-pages-sport,13866,86811,25934,25934,25934,25458,25453,25452,30040,30040,30040,29952,29821,29805,54207,54207,54207,54577,54577,54577,27757,27757,27757,27757,27757,27757,24997,23955,23641
soc,fb-pages-tvshow,3892,17239,5410,5410,5410,5477,5477,5477,5687,5687,5687,5642,5642,5642,7822,7822,7822,7249,7249,7249,5588,5588,5588,5593,5593,5593,5200,5177,5170
soc,soc-academia,200169,1022441,350160,349887,349887,345151,345035,344888,421138,415279,415279,417234,411839,411837,639286,635681,629375,639282,638990,638990,372381,372381,372381,372381,372381,372381,346066,341870,340742
soc,soc-anybeat,12645,49132,21465,21465,21465,21125,21125,21124,24457,24457,24457,24406,24347,24211,25639,25639,25639,25447,25447,25447,22849,22849,22849,22852,22852,22852,20623,19985,19897
soc,soc-BlogCatalog,88784,2093195,543108,261312,261312,508260,254014,253990,281732,274156,274156,279532,276366,275787,347134,347134,347134,346888,346722,346706,224237,224237,224237,224237,224237,224237,224237,224230,224213
soc,soc-brightkite,56739,212945,88904,88904,88904,87837,87792,87788,93348,93348,93348,92381,92340,92188,134448,134448,134448,134669,134650,134650,89825,89825,89825,89826,89826,89826,87797,86573,84117
soc,soc-buzznet,101163,2763066,789482,326070,326070,773570,317041,316961,420361,394899,394899,414906,396316,394983,481303,481303,481303,480678,480555,480541,309414,309414,309414,309414,309414,309414,309414,306733,300148
soc,soc-catster,149684,5448197,1114742,397317,384906,1125936,451466,390102,495547,467895,458725,530091,463779,460078,506542,506542,506542,506479,506418,506384,354229,354229,354229,354229,354229,354229,354236,351986,347316
soc,soc-delicious,536108,1365961,681182,679178,679178,676034,674677,674540,708872,705127,705127,703039,703033,702915,882887,882887,882887,882887,882887,882887,710967,710967,710967,710967,710967,710967,690932,673344,670966
soc,soc-digg,770799,5907132,1921517,1262693,1250628,1989407,1314727,1231173,1617902,1558629,1539282,1580902,1484277,1475701,1565961,1565882,1565882,1565873,1565692,1565604,1231767,1231767,1231767,1231767,1231767,1231767,1231767,1231767,1196215
soc,soc-dogster,426816,8543549,2203656,1076569,1056968,2255283,1227529,1050996,1705843,1526308,1473562,1826935,1513207,1474630,1687567,1687567,1687567,1687400,1687342,1687309,1073876,1073876,1073876,1073874,1073874,1073874,1074577,1041097,1003521
soc,soc-douban,154908,327162,230120,230120,230120,228878,228770,228761,230635,230635,230635,230071,230025,229745,266966,266966,266966,266604,266604,266604,236247,236247,236247,236247,236247,236247,227834,225887,222682
soc,soc-epinions,26588,100120,46716,46716,46716,45891,45891,45886,49054,49054,49054,48394,48372,48264,64778,64778,64778,64999,64999,64999,45295,45295,45295,45295,45295,45295,45231,45147,45147
soc,soc-flickr,513969,3190452,963166,783620,783101,1004582,772162,772136,885879,845268,840802,871207,829590,825491,1112939,1112939,1112939,1113125,1113017,1112989,753078,753078,753078,753078,753078,753078,753076,753049,749543
soc,soc-FourSquare,639014,3214986,1271149,998060,934336,1336569,915065,914211,1120856,1045610,1012068,1095614,1008322,1005452,1292468,1292454,1292454,1292506,1292493,1292493,899066,899066,899066,899066,899066,899066,899067,899002,894578
soc,soc-gemsec-HR,54573,498202,131404,131404,131404,129165,129165,129123,169337,168892,168892,168325,168159,168158,362387,357633,353627,362607,362014,361319,140628,140628,140628,140628,140628,140628,128699,128690,123594
soc,soc-gemsec-HU,47538,222887,100052,100052,100052,99732,99704,99685,107126,107126,107126,107327,107030,106959,195370,173376,173376,197486,182422,182309,106602,106602,106602,106602,106602,106602,99033,96889,92059
soc,soc-gemsec-RO,41773,125826,67786,67786,67786,67919,67901,67901,68730,68730,68730,68743,68721,68721,100989,100989,100989,97772,97333,96969,72464,72464,72464,72464,72464,72464,67098,65674,63345
soc,soc-gowalla,196591,950327,297747,297747,297747,293851,293807,293750,328542,323839,323839,319299,318509,318509,523870,522556,522556,523760,523630,523630,310052,310052,310052,310052,310052,310052,293928,291038,290774
soc,soc-gplus,23628,39194,25676,25676,25676,25646,25646,25645,25580,25580,25580,25571,25571,25571,25194,25194,25194,25195,25195,25195,30264,30264,30264,30258,30258,30258,25073,25001,24957
soc,soc-hamsterster,2426,16630,5154,5154,5154,5029,5027,5027,5443,5443,5443,5423,5402,5402,7088,7088,7088,7925,7736,7736,5084,5084,5084,5084,5084,5084,5012,5012,5012
soc,soc-LiveMocha,104103,2193083,838611,425571,425571,732772,411345,411328,545119,525016,525016,532429,522345,521859,666067,666067,666067,665548,665488,665473,382682,382682,382682,382682,382682,382682,382682,382651,382501
soc,soc-loc-brightkite,58228,214078,90713,90713,90713,89467,89443,89423,95739,95739,95739,95510,95496,95179,134568,134568,134568,135509,135355,135355,91531,91531,91531,91531,91531,91531,88756,88437,85739
soc,soc-myspace,853466,5635296,2462227,1747916,1744700,2622215,2036161,1727317,2415734,2223765,2180821,2570455,2248547,2191774,2927056,2926238,2919497,2926865,2926770,2926216,1825046,1825046,1825046,1825046,1825046,1825046,1825046,1775700,1718539
soc,soc-sign-bitcoinalpha,3783,14124,7386,7386,7386,7348,7347,7347,8884,8884,8884,9355,9336,9336,9087,9087,9087,9449,9204,9204,7480,7480,7480,7480,7480,7480,6832,6690,6690
soc,soc-sign-bitcoinotc,5881,21492,10838,10838,10838,10665,10654,10654,10738,10738,10738,10715,10704,10704,12943,12943,12943,12912,12912,12912,10943,10943,10943,10943,10943,10943,9992,9716,9643
soc,soc-slashdot,70068,358647,159623,159623,159623,156701,156679,156661,170582,170379,170379,168298,168221,168218,201208,201208,201208,200757,200757,200757,149169,149169,149169,149169,149169,149169,149129,148828,148665
soc,soc-slashdot-trust-all,79120,467869,188545,188545,188545,184302,184268,184257,215991,215425,215425,213856,213709,213701,240384,240384,240384,240395,240392,240392,175240,175240,175240,175240,175240,175240,175028,174826,174792
soc,soc-slashdot-zoo,79120,467869,188545,188545,188545,184301,184268,184257,215991,215425,215425,213856,213709,213701,240384,240384,240384,240395,240392,240392,175007,175007,175007,175007,175007,175007,174941,174753,174662
soc,soc-themarker,69413,1644843,486858,242482,242482,394138,234795,234787,341464,334511,334511,320659,320608,320598,355787,355787,355787,355782,355747,355742,210483,210483,210483,210483,210483,210483,210483,210426,210052
soc,soc-twitter-follows,404719,713319,468661,468661,468661,468347,468344,468289,486635,486635,486635,486669,486659,486621,459578,459578,459578,459510,459510,459510,454903,454903,454903,454902,454902,454902,454875,454721,454353
soc,soc-twitter-follows-mun,465017,833541,537362,537362,537362,536745,536745,536732,535465,535419,535419,535503,535503,535495,525622,525622,525622,525622,525622,525622,521387,521387,521387,521386,521386,521386,521386,521186,520823
soc,soc-wiki-conflict,116836,2027871,194319,191800,191800,296839,183445,183422,171522,169111,169111,177595,168781,168706,462003,462003,462003,461647,461567,461552,194397,194397,194397,194397,194397,194397,170114,167414,165584
